"","Pop_1","Pop_2","Pop_3"
"loc0780",NA,NA,-0.0588
"loc0781",-0.1667,-0.0909,0.64
"loc0782",0,0,-0.2
"loc0783",0,-0.0909,-0.125
"loc0784",0,-0.0909,-0.0465
"loc0785",-0.4,-0.3333,0.0426
"loc0786",NA,-0.3333,0
"loc0787",0,0,0
"loc0788",-0.5556,-0.0909,-1
"loc0789",-0.5556,-0.0909,-0.1489
"loc0790",-0.0769,NA,NA
"loc0791",-0.1667,0.2174,0.3864
"loc0792",-0.0769,-0.0909,NA
"loc0793",NA,-0.0909,0.7568
"loc0794",-0.0769,NA,NA
"loc0795",-0.0769,NA,NA
"loc0796",NA,-0.0909,1
"loc0797",-0.0769,-0.0909,-0.2
"loc0798",0,0.3684,-0.2857
"loc0799",0.0667,0.1429,0.1
"loc0800",-0.2727,NA,0
"loc0801",0,NA,0
"loc0802",-0.0769,0.1429,-0.1489
"loc0803",0,0,0.25
"loc0804",NA,0,0
"loc0805",-0.0769,-0.3333,-0.0588
"loc0806",0.3913,0,0
"loc0807",-0.1667,-0.3333,-0.2
"loc0808",-0.0769,1,-0.125
"loc0809",0,NA,0
"loc0810",NA,0,0
"loc0811",NA,0,-0.0588
"loc0812",-0.0769,-0.0909,-0.0465
"loc0813",-0.0769,0.1429,0.4194
"loc0814",-0.0769,0.1429,0.4194
"loc0815",-0.0769,NA,-0.125
"loc0816",-0.2727,-0.2,-0.3846
"loc0817",0,NA,0
"loc0818",-0.0769,0,-0.125
"loc0819",-0.1667,NA,-0.125
"loc0820",NA,NA,-0.0588
"loc0821",-0.1667,-0.3333,-0.125
"loc0822",0.3913,-0.0909,0
"loc0823",0,-0.0909,-0.0588
"loc0824",NA,0,1
"loc0825",0,NA,0.64
"loc0826",-0.0769,-0.0909,1
"loc0827",-0.2727,-0.5,0.2174
"loc0828",NA,0,-0.0588
"loc0829",-0.2069,-0.2,0.1
"loc0830",NA,0,-0.0588
"loc0831",0.1923,-0.0909,-0.0588
"loc0832",NA,-0.2,0
"loc0833",NA,-0.0909,0
"loc0834",NA,NA,-0.0588
"loc0835",NA,-0.0909,NA
"loc0836",-0.0769,-0.2,-0.0588
"loc0837",-0.0769,-0.2,-0.0588
"loc0838",NA,-0.0909,NA
"loc0839",NA,-0.0909,-0.0588
"loc0840",NA,-0.0909,NA
"loc0841",-0.0769,NA,NA
"loc0842",NA,-0.0909,NA
"loc0843",0,-0.0909,-0.0465
"loc0844",0,-0.0909,-0.0465
"loc0845",NA,0,0.561
"loc0846",-0.1667,0.2174,0.1
"loc0847",0,NA,0
"loc0848",0,NA,0
"loc0849",NA,0,-0.2
"loc0850",NA,NA,-0.0588
"loc0851",NA,NA,-0.0588
"loc0852",NA,NA,-0.0588
"loc0853",-0.0769,-0.2,0.3864
"loc0854",NA,-0.0909,0
"loc0855",NA,0,0
"loc0856",NA,0,0
"loc0857",NA,0,0
"loc0858",NA,0,0
"loc0859",NA,0,0
"loc0860",NA,0.625,NA
"loc0861",-0.0769,0,-0.0588
"loc0862",-0.1667,0,0
"loc0863",-0.0769,NA,NA
"loc0864",-0.5556,NA,0
"loc0865",-0.0769,0,0.4194
"loc0866",0,NA,1
"loc0867",0,-0.2,0.0426
"loc0868",NA,0,0
"loc0869",NA,0,0
"loc0870",NA,0,0
"loc0871",NA,0,0
"loc0872",NA,0,0
"loc0873",NA,0,0
"loc0874",NA,0,0
"loc0875",NA,0,0
"loc0876",NA,0,0
"loc0877",0,0.625,0.2174
"loc0878",0.6316,1,0
"loc0879",0,NA,0
"loc0880",0.5172,0.2174,-0.2
"loc0881",0.3,0.2174,-0.2
"loc0882",NA,-0.0909,NA
"loc0883",0.0667,0.1429,0.1
"loc0884",-0.1667,0.1429,0.2174
"loc0885",0.6316,-0.2,0.3864
"loc0886",0.1923,-0.0909,0.0426
"loc0887",-0.1667,NA,0
"loc0888",0.0667,-0.3333,0.0426
"loc0889",-0.1667,0,0
"loc0890",-0.1667,0,0
"loc0891",-0.1667,0,0
"loc0892",-0.1667,0,0
"loc0893",-0.1667,0,0
"loc0894",-0.0769,0.1429,-0.125
"loc0895",0.1923,-0.0909,0
"loc0896",NA,0,0
"loc0897",0,0,NA
"loc0898",0,0,NA
"loc0899",0,0,NA
"loc0900",0,0,NA
"loc0901",0,0,NA
"loc0902",-0.4,NA,0.561
"loc0903",NA,-0.0909,-0.0588
"loc0904",NA,NA,-0.0588
"loc0905",NA,NA,0.3864
"loc0906",NA,NA,-0.0588
"loc0907",NA,-0.0909,NA
"loc0908",0,NA,0
"loc0909",0,NA,0
"loc0910",0,NA,0
"loc0911",0,0,0
"loc0912",-0.0769,NA,NA
"loc0913",0,-0.2,0.4194
"loc0914",NA,-0.0909,NA
"loc0915",0.1923,-0.0909,0.3864
"loc0916",0,0.75,0.1
"loc0917",0,0,-0.0588
"loc0918",0,0,-0.0588
"loc0919",0,-0.2,-0.0588
"loc0920",NA,NA,-0.0588
"loc0921",0,-0.2,-0.0588
"loc0922",0,-0.2,-0.0588
"loc0923",0,-0.2,-0.0588
"loc0924",NA,NA,-0.0588
"loc0925",0,-0.0909,-0.0588
"loc0926",0,-0.2,-0.0588
"loc0927",0,-0.3333,-0.0588
"loc0928",NA,0,-0.0588
"loc0929",0,-0.2,-0.0588
"loc0930",-0.4483,-0.5,-0.0465
"loc0931",0,-0.2,-0.0588
"loc0932",0,-0.2,0
"loc0933",-0.5556,0.1429,-0.125
"loc0934",-0.0769,-0.0909,-0.0588
"loc0935",-0.4,-0.0909,-0.125
"loc0936",0,1,0
"loc0937",0.3913,-0.3333,-0.0465
"loc0938",NA,-0.0909,NA
"loc0939",0,NA,0
"loc0940",1,1,1
"loc0941",NA,1,NA
"loc0942",NA,NA,1
"loc0943",1,NA,1
"loc0944",NA,NA,1
"loc0945",NA,NA,0.64
"loc0946",-0.2727,NA,-0.125
"loc0947",-0.1667,NA,-0.0588
"loc0948",0.3913,-0.0909,-0.0465
"loc0949",-0.2069,0.3684,-0.2
"loc0950",NA,0,-0.0588
"loc0951",NA,0,-0.0588
"loc0952",NA,0,-0.0588
"loc0953",NA,0,-0.0588
"loc0954",NA,0,-0.0588
"loc0955",NA,0,-0.0588
"loc0956",NA,0,-0.0588
"loc0957",NA,0,-0.0588
"loc0958",NA,0,-0.0588
"loc0959",NA,0,-0.0588
"loc0960",NA,0,-0.0588
"loc0961",-0.0769,0,0.561
"loc0962",-0.1667,-0.0909,-0.0588
"loc0963",-0.2069,NA,NA
"loc0964",0.3913,-0.0909,0.4194
"loc0965",-0.2069,NA,NA
"loc0966",-0.0769,NA,NA
"loc0967",-0.0769,0,-0.0588
"loc0968",-0.4,-0.0909,-0.0465
"loc0969",0.3913,0.625,-0.2
"loc0970",NA,NA,-0.0588
"loc0971",-0.4,0.625,0
"loc0972",-0.5556,0.625,0
"loc0973",-0.1667,-0.0909,0.4194
"loc0974",-0.2727,0.625,1
"loc0975",0,NA,0
"loc0976",0.3,-0.0909,0.3864
"loc0977",NA,NA,1
"loc0978",-0.0769,NA,NA
"loc0979",-0.0769,NA,NA
"loc0980",0.6316,0,NA
"loc0981",0.3913,-0.0909,NA
"loc0982",-0.0769,NA,NA
"loc0983",0.6316,-0.0909,NA
"loc0984",0.6316,-0.0909,NA
"loc0985",-0.0769,NA,NA
"loc0986",-0.0769,NA,NA
"loc0987",0.1923,-0.5,0.4375
"loc0988",0.7742,0.1429,-0.5
"loc0989",0,-0.0909,NA
"loc0990",NA,0,-0.0588
"loc0991",-0.5556,-0.0909,0.1
"loc0992",0,NA,-0.0588
"loc0993",-0.1667,0.1429,-0.5
"loc0994",NA,-0.0909,NA
"loc0995",-0.0769,NA,0
"loc0996",NA,NA,1
"loc0997",-0.2727,0.1429,-0.2
"loc0998",-0.2727,0.1429,-0.125
"loc0999",0.6316,-0.3333,0.4194
"loc1000",0,NA,0
"loc1001",-0.2727,-0.7143,-0.0465
"loc1002",-0.1667,NA,-0.125
"loc1003",0,NA,0
"loc1004",NA,-0.3333,NA
"loc1005",NA,0,0
"loc1006",-0.4,0.1429,-0.2
"loc1007",NA,0,-0.0588
"loc1008",NA,0,0
"loc1009",0.5172,-0.3333,0.561
"loc1010",1,NA,NA
"loc1011",-0.0769,-0.0909,NA
"loc1012",0,-0.2,0.64
"loc1013",-0.5556,0.625,0.617
"loc1014",-0.0769,0.3684,-0.125
"loc1015",-0.0769,-0.3333,0.4375
"loc1016",-0.2069,-1,0.4194
"loc1017",NA,-0.0909,-0.125
"loc1018",NA,0,-0.0588
"loc1019",NA,-0.0909,NA
"loc1020",0,-0.5,0.2174
"loc1021",-0.5556,-0.5,0.25
"loc1022",0,NA,0
"loc1023",0,0.1429,0.4194
"loc1024",0.6316,NA,-0.125
"loc1025",-0.4,-0.0909,-0.2
"loc1026",0,0,-0.2
"loc1027",NA,0,-0.125
"loc1028",0,NA,1
"loc1029",-0.1667,0,-0.2
"loc1030",0,0,NA
"loc1031",0,-0.0909,-0.2
"loc1032",NA,NA,-0.0588
"loc1033",NA,NA,-0.0588
"loc1034",NA,0,-0.0588
"loc1035",0,-0.2,-0.0588
"loc1036",NA,-0.2,-0.0588
"loc1037",NA,-0.2,-0.0588
"loc1038",NA,-0.0909,-0.0588
"loc1039",NA,0,-0.0588
"loc1040",NA,0,-0.0588
"loc1041",NA,NA,-0.0588
"loc1042",NA,NA,-0.0588
"loc1043",NA,NA,-0.0588
"loc1044",NA,NA,-0.0588
"loc1045",NA,NA,-0.0588
"loc1046",NA,NA,-0.0588
"loc1047",NA,NA,-0.0588
"loc1048",NA,NA,-0.0588
"loc1049",NA,NA,-0.0588
"loc1050",NA,NA,-0.0588
"loc1051",NA,0,0
"loc1052",0,0.3684,0.561
"loc1053",-0.0769,NA,0
"loc1054",0,NA,0
"loc1055",0,NA,0
"loc1056",0,-0.0909,0.4375
"loc1057",-0.0769,NA,NA
"loc1058",0.3,-0.3333,-0.0465
"loc1059",-0.4,0.1429,0.0426
"loc1060",NA,0,-0.0588
"loc1061",-0.2727,-0.3333,0.0426
"loc1062",NA,-0.0909,0
"loc1063",NA,0.3684,0
"loc1064",NA,0.3684,0
"loc1065",NA,NA,-0.0588
"loc1066",NA,NA,-0.0588
"loc1067",NA,-0.0909,-0.0588
"loc1068",NA,0,0
"loc1069",-0.2069,0,NA
"loc1070",NA,NA,-0.0588
"loc1071",0.6316,-0.2,-0.2857
"loc1072",-0.1667,0.4783,-0.0588
"loc1073",-0.0769,NA,NA
"loc1074",0,0.3684,0
"loc1075",-0.0769,-0.0909,0.1
"loc1076",NA,-0.0909,NA
"loc1077",0,0,NA
"loc1078",-0.0769,0.3684,0.3864
"loc1079",0,0,NA
"loc1080",-0.2069,0.4783,-0.0465
"loc1081",0.1923,0.4783,-0.6364
"loc1082",0,0,0
"loc1083",0,0,0
"loc1084",-0.0769,NA,NA
"loc1085",0,-0.3333,0.4375
"loc1086",-0.0769,0,-0.2857
"loc1087",-0.0769,NA,NA
"loc1088",NA,-0.0909,0.561
"loc1089",NA,0,1
"loc1090",0,1,-0.0588
"loc1091",0.3,-0.0909,-0.2
"loc1092",-0.1667,0,-0.125
"loc1093",0,0,-0.0588
"loc1094",0,0,NA
"loc1095",0,0,NA
"loc1096",0,0,NA
"loc1097",-0.1667,-0.2,0.4375
"loc1098",0,0,-0.125
"loc1099",NA,-0.5,0
"loc1100",NA,0,0
"loc1101",NA,0.4783,-0.1489
"loc1102",NA,0.625,0.25
"loc1103",NA,NA,NA
"loc1104",NA,-0.0909,-0.0588
"loc1105",0,0.1429,-0.125
"loc1106",1,-0.0909,-0.0465
"loc1107",-0.0769,NA,0
"loc1108",-0.1667,0,-0.125
"loc1109",-0.5556,NA,-0.0465
"loc1110",-0.0769,0.7273,0.25
"loc1111",NA,NA,-0.125
"loc1112",-0.0769,NA,1
"loc1113",-0.0769,-0.0909,-0.0588
"loc1114",0.1923,-0.0909,-0.2
"loc1115",0,-0.3333,-0.2
"loc1116",0.0667,-0.3333,-0.2
"loc1117",NA,0,0
"loc1118",0,-0.3333,0.1
"loc1119",-0.1667,1,-0.125
"loc1120",0,-0.3333,-0.0465
"loc1121",0,-0.2,0.1
"loc1122",0,-0.2,0.1
"loc1123",0.1923,NA,NA
"loc1124",NA,-0.2,-0.3696
"loc1125",0,0.3684,0
"loc1126",NA,-0.0909,NA
"loc1127",0,NA,-0.125
"loc1128",0,0,NA
"loc1129",NA,0,0.25
"loc1130",NA,0.1429,0.1
"loc1131",-0.0769,-0.0909,-0.125
"loc1132",NA,0,0
"loc1133",-0.4483,-0.3333,0.25
"loc1134",NA,-0.0909,NA
"loc1135",NA,-0.2,NA
"loc1136",0,-0.2,NA
"loc1137",0.1923,-0.3333,-0.3846
"loc1138",-0.0769,0,-0.2857
"loc1139",-0.2727,-0.2,NA
"loc1140",0,0,0
"loc1141",0.5484,-0.3333,0.1
"loc1142",NA,NA,-0.0588
"loc1143",NA,0.625,-0.125
"loc1144",NA,0,-0.0588
"loc1145",-0.5556,-0.0909,0.0426
"loc1146",0,0,NA
"loc1147",-0.0769,NA,NA
"loc1148",NA,-0.2,0
"loc1149",NA,NA,-0.0588
"loc1150",0,-0.3333,-0.0588
"loc1151",0,-0.3333,-0.0588
"loc1152",0,-0.3333,-0.0588
"loc1153",0,-0.3333,-0.0588
"loc1154",0,-0.3333,-0.0588
"loc1155",0,-0.2,-0.0588
"loc1156",0,-0.2,-0.0588
"loc1157",NA,-0.2,0.64
"loc1158",NA,-0.2,0.64
"loc1159",NA,-0.2,0.64
"loc1160",NA,-0.2,0.64
"loc1161",NA,-0.2,0.64
"loc1162",NA,-0.2,0.64
"loc1163",NA,-0.2,-0.0588
"loc1164",NA,-0.2,0.64
"loc1165",NA,-0.2,0.64
"loc1166",NA,NA,-0.0588
"loc1167",NA,-0.0909,NA
"loc1168",-0.0769,-0.0909,0.25
"loc1169",-0.0769,0.1429,0
"loc1170",NA,-0.2,0.64
"loc1171",0,0.625,-0.0588
"loc1172",0,NA,-0.0588
"loc1173",-0.2727,-0.7143,-0.3696
"loc1174",NA,NA,-0.125
"loc1175",-0.4,NA,NA
"loc1176",0,NA,-0.0588
"loc1177",-0.0769,0,NA
"loc1178",0,NA,-0.0588
"loc1179",-0.1667,0.1429,-0.125
"loc1180",-0.0769,-0.0909,0
"loc1181",-0.1667,0,0.1
"loc1182",-0.1667,NA,-0.0588
"loc1183",0.6316,0.3684,NA
"loc1184",0,0,NA
"loc1185",-0.4,0,0
"loc1186",0,-0.0909,0
"loc1187",NA,NA,-0.0588
"loc1188",NA,NA,-0.0588
"loc1189",NA,NA,-0.0588
"loc1190",NA,NA,-0.0588
"loc1191",NA,-0.0909,-0.3846
"loc1192",NA,NA,-0.0588
"loc1193",NA,NA,-0.0588
"loc1194",NA,NA,-0.0588
"loc1195",0,-0.3636,-0.2
"loc1196",0,-0.3636,-0.2
"loc1197",0,-0.7143,-0.2
"loc1198",0,0.3684,0.8
"loc1199",-0.0769,NA,-0.0588
"loc1200",-0.0769,0.2174,0.0426
"loc1201",-0.0769,NA,-0.125
"loc1202",-0.0769,NA,-0.125
"loc1203",NA,NA,-0.0588
"loc1204",0,-0.2,0
"loc1205",-0.1667,0,-0.125
"loc1206",-0.0769,NA,-0.125
"loc1207",NA,0,0
"loc1208",NA,-0.2,0.64
"loc1209",0,NA,0
"loc1210",NA,0.625,NA
"loc1211",0.6316,-0.0909,NA
"loc1212",NA,-0.0909,NA
"loc1213",0,-0.0909,0
"loc1214",NA,-0.0909,NA
"loc1215",NA,NA,1
"loc1216",0,NA,0
"loc1217",1,0,0
"loc1218",-0.2727,0.1429,0.2174
"loc1219",NA,NA,1
"loc1220",-0.5556,-0.2,-0.125
"loc1221",0.3913,-0.0909,0.4194
"loc1222",0.3913,-0.3636,-0.0465
"loc1223",-0.1667,NA,NA
"loc1224",-0.0769,NA,-0.125
"loc1225",NA,NA,-0.125
"loc1226",0,-0.0909,0
"loc1227",-0.2069,-0.3333,-0.3846
"loc1228",0.3,0.7273,0.7568
"loc1229",-0.1667,-0.3333,-0.0465
"loc1230",-0.4,0,-0.0465
"loc1231",0.3,-0.0909,0.1
"loc1232",0.3,-0.0909,0.1
"loc1233",0.5484,0,-0.1489
"loc1234",NA,NA,-0.0588
"loc1235",-0.0769,-0.2,-0.2857
"loc1236",0.1923,-0.0909,0.0426
"loc1237",NA,0,0
"loc1238",0,0,-0.2
"loc1239",0.3913,-0.2,-0.0588
"loc1240",0,NA,-0.0588
"loc1241",NA,-0.0909,NA
"loc1242",-0.1667,NA,0
"loc1243",0.3913,NA,-0.2
"loc1244",0.1923,-0.2,1
"loc1245",-0.1667,-0.5,-0.0465
"loc1246",1,-0.0909,0.25
"loc1247",-0.1667,-0.2,0.1
"loc1248",-0.1667,-0.2,0.1
"loc1249",NA,-0.0909,0
"loc1250",0.0667,-0.2,0.1
"loc1251",-0.1667,0.625,-0.2857
"loc1252",0.3,0.2174,-0.5652
"loc1253",-0.0769,-0.0909,0.7568
"loc1254",-0.0769,-0.0909,0.7568
"loc1255",0,0.1429,0
"loc1256",0.1923,0,1
"loc1257",0,NA,0
"loc1258",0,0.625,NA
"loc1259",0,0.625,0
"loc1260",NA,0,-0.0588
"loc1261",-0.0769,0,NA
"loc1262",0,NA,0
"loc1263",0,0,0
"loc1264",0,NA,0
"loc1265",-0.4,0,0.25
"loc1266",NA,-0.3333,-0.0588
"loc1267",0,0.1429,-0.0465
"loc1268",NA,-0.0909,0
"loc1269",NA,NA,1
"loc1270",0.3913,NA,1
"loc1271",0.3,NA,-0.0588
"loc1272",0.0667,-0.0909,0.561
"loc1273",-0.2069,-0.0909,0.617
"loc1274",0,NA,0
"loc1275",-0.2727,-0.0909,-0.125
"loc1276",0,-0.0909,0
"loc1277",0,NA,0
"loc1278",0,0,0
"loc1279",0,0,NA
"loc1280",NA,0,0
"loc1281",-0.75,-0.2,-0.0465
"loc1282",0,0,0
"loc1283",0,-0.0909,-0.0588
"loc1284",NA,NA,-0.125
"loc1285",-0.0769,NA,0
"loc1286",-0.2069,-0.3636,0.617
"loc1287",-0.2727,0,0
"loc1288",NA,-0.0909,0
"loc1289",-0.0769,0,0
"loc1290",NA,-0.3333,0.2174
"loc1291",NA,0.625,-0.0588
"loc1292",NA,-0.0909,-0.125
"loc1293",NA,1,-0.0588
"loc1294",NA,1,-0.0588
"loc1295",NA,1,-0.0588
"loc1296",NA,1,-0.0588
"loc1297",-0.5556,0,1
"loc1298",-1,-0.3333,0.4375
"loc1299",NA,0,0
"loc1300",0.6316,-0.0909,0.2174
"loc1301",NA,NA,-0.0588
"loc1302",NA,NA,-0.0588
"loc1303",0,0,-0.0588
"loc1304",0,0,-0.0588
"loc1305",0,-0.2,-0.0588
"loc1306",-0.4483,0.7273,0.1
"loc1307",-0.0769,NA,NA
"loc1308",0,NA,0
"loc1309",-0.0769,-0.0909,-0.0588
"loc1310",0,-0.3333,-0.125
"loc1311",0.1923,0.4783,-0.1489
"loc1312",0.3913,-0.0909,-0.2
"loc1313",0,NA,0.64
"loc1314",-0.5556,-0.3333,-0.125
"loc1315",-0.2727,-0.0909,-0.2
"loc1316",-0.1667,-0.0909,-0.125
"loc1317",-0.0769,0,-0.0588
"loc1318",NA,NA,-0.125
"loc1319",0,1,0
"loc1320",-0.0769,1,-0.0588
"loc1321",NA,0.3684,-0.0465
"loc1322",0,1,-0.125
"loc1323",-0.2727,0,0
"loc1324",-0.0769,NA,-0.125
"loc1325",NA,0.625,0.25
"loc1326",0,-0.2,-0.0588
"loc1327",0.0667,-0.0909,0.0426
"loc1328",0,0.625,-0.0465
"loc1329",0.1923,-0.0909,0.0426
"loc1330",-0.2069,0.4783,0.2174
"loc1331",0.5172,0,0.1
"loc1332",0,NA,NA
"loc1333",0,NA,NA
"loc1334",NA,0,0
"loc1335",0,NA,1
"loc1336",-0.0769,1,-0.2
"loc1337",-0.0769,1,-0.2
"loc1338",-0.0769,1,0.25
"loc1339",-0.1667,-0.0909,0.561
"loc1340",NA,NA,-0.0588
"loc1341",-0.0769,-0.0909,0.64
"loc1342",-0.2727,-0.2,0.25
"loc1343",-0.2069,0.1429,0.3864
"loc1344",0.6316,-0.0909,NA
"loc1345",NA,1,NA
"loc1346",-0.0769,NA,-0.2857
"loc1347",0,-0.3333,0.0426
"loc1348",0.0667,0.625,-0.2
"loc1349",NA,0,1
"loc1350",0.6316,0,-0.0588
"loc1351",0,NA,0
"loc1352",0.1923,-0.0909,0.3864
"loc1353",-0.0769,0.1429,-0.3846
"loc1354",NA,-0.0909,NA
"loc1355",0,0,NA
"loc1356",0,NA,0
"loc1357",-0.0769,NA,0
"loc1358",-0.0769,-0.0909,0.1
"loc1359",-0.1667,-0.0909,-0.2
"loc1360",0.6316,0.1429,NA
"loc1361",-0.1667,0,0
"loc1362",-0.1667,0,-0.2
"loc1363",NA,-0.0909,0
"loc1364",-0.2727,0,0.25
"loc1365",-0.1667,NA,-0.0588
"loc1366",-0.1667,NA,-0.0588
"loc1367",0,NA,0
"loc1368",NA,NA,-0.125
"loc1369",-0.1667,-0.5,0.3864
"loc1370",0,-0.2,-0.0588
"loc1371",NA,-0.0909,-0.0588
"loc1372",NA,0.1429,-0.0588
"loc1373",NA,0.3684,-0.0588
"loc1374",-0.0769,NA,NA
"loc1375",-0.2069,0.3684,-0.2
"loc1376",0.5172,0.1429,-0.2
"loc1377",0.1923,0.1429,0.4375
"loc1378",0,0,0
"loc1379",0,NA,-0.125
"loc1380",NA,-0.2,-0.1489
"loc1381",NA,NA,NA
"loc1382",0.6316,NA,NA
"loc1383",NA,NA,-0.2857
"loc1384",0.6316,NA,NA
"loc1385",NA,-0.0909,NA
"loc1386",-0.2727,NA,NA
"loc1387",NA,NA,-0.2
"loc1388",0.3,0,NA
"loc1389",NA,NA,1
"loc1390",-0.2727,-0.0909,0.4194
"loc1391",NA,0,0
"loc1392",NA,0,-0.0588
"loc1393",0,0,0
"loc1394",0,0,NA
"loc1395",NA,NA,-0.125
"loc1396",-1,-1,-1
"loc1397",-1,-1,-1
"loc1398",-1,-1,-1
"loc1399",NA,NA,-0.0588
"loc1400",-0.4483,0.2174,-0.2
"loc1401",-0.1667,NA,-0.0588
"loc1402",0.3,0.7273,-0.2
"loc1403",-0.1667,0,NA
"loc1404",-0.0769,0,-0.2857
"loc1405",0.1923,-0.2,0.1
"loc1406",NA,NA,-0.0465
"loc1407",0,-0.3333,NA
"loc1408",0,-0.3333,NA
"loc1409",NA,0,-0.0588
"loc1410",0,-0.0909,NA
"loc1411",NA,0,0
"loc1412",0.3,NA,-0.0588
"loc1413",NA,NA,-0.125
"loc1414",NA,0,-0.0588
"loc1415",-0.1667,-0.0909,-0.3846
"loc1416",-0.4,0,0.4194
"loc1417",0.3,-0.5,-0.0465
"loc1418",-0.4483,0.1429,0.0426
"loc1419",-0.0769,0,-0.0588
"loc1420",NA,0,-0.0588
"loc1421",NA,0,-0.0588
"loc1422",-0.0769,-0.0909,0
"loc1423",-0.0769,0,NA
"loc1424",-0.1667,-0.0909,1
"loc1425",-0.1667,0.1429,0.25
"loc1426",0,-0.0909,-0.1489
"loc1427",-0.0769,NA,0
"loc1428",-0.0769,NA,0
"loc1429",0.5172,0.2174,0.1
"loc1430",-0.4483,-0.5,0.1
"loc1431",-0.0769,0,NA
"loc1432",-0.1667,0,NA
"loc1433",-0.0769,1,0
"loc1434",-0.1667,0.4783,-0.125
"loc1435",0.3,0.1429,0.2174
"loc1436",-0.0769,NA,NA
"loc1437",-0.0769,0,NA
"loc1438",0,NA,-0.0588
"loc1439",-0.0769,0.625,-0.0465
"loc1440",-0.0769,0.625,-0.3846
"loc1441",-0.1667,NA,-0.0588
"loc1442",-0.0769,1,-0.125
"loc1443",0.3913,-0.2,0.3864
"loc1444",0,-0.0909,-0.3846
"loc1445",NA,0,0
"loc1446",0.3913,-0.5,-0.2857
"loc1447",-0.1667,-0.2,-0.2
"loc1448",-0.0769,1,-0.125
"loc1449",0,NA,0
"loc1450",-0.4,0.4783,-0.2
"loc1451",-0.2069,0.1429,-0.3846
"loc1452",0,-0.0909,-0.125
"loc1453",-0.1667,-0.0909,-0.2857
"loc1454",-0.0769,0,-0.125
"loc1455",NA,NA,-0.0588
"loc1456",NA,0.625,NA
"loc1457",-0.0769,NA,-0.0588
"loc1458",0.1923,0.1429,-0.2
"loc1459",-0.1667,NA,NA
"loc1460",-0.1667,NA,NA
"loc1461",-0.4,NA,-0.2
"loc1462",-0.2727,0.1429,0.3864
"loc1463",-0.2727,0.1429,-0.0588
"loc1464",NA,-0.2,-0.125
"loc1465",0,-0.5,0.4194
"loc1466",-0.2069,0.7273,0.7568
"loc1467",0,0,0
"loc1468",-0.1667,NA,0
"loc1469",NA,-0.0909,-0.0588
"loc1470",NA,0,0
"loc1471",0.6316,0,0
"loc1472",0.3913,0,-0.0588
"loc1473",0.6316,0,-0.0588
"loc1474",0.3913,NA,0
"loc1475",1,0.1429,-0.0588
"loc1476",-0.2727,0.625,-0.0588
"loc1477",-0.0769,-0.0909,-0.125
"loc1478",0,-0.2,NA
"loc1479",0,-0.3333,0
"loc1480",-0.1667,-0.3333,-0.2
"loc1481",NA,-0.0909,0
"loc1482",-0.2727,-0.3333,-0.2
"loc1483",NA,-0.0909,0
"loc1484",-0.0769,NA,NA
"loc1485",-0.1667,NA,NA
"loc1486",0,0,-0.125
"loc1487",0.6316,0.3684,-0.125
"loc1488",NA,NA,0.7568
"loc1489",-0.1667,0.3684,-0.125
"loc1490",0.3,-0.0909,-0.5
"loc1491",NA,-0.0909,-0.0588
"loc1492",0.0667,-0.5,-0.2
"loc1493",0.3913,-0.0909,-0.0465
"loc1494",0,0.2174,-0.2857
"loc1495",0,NA,0
"loc1496",NA,0,0
"loc1497",-0.0769,NA,-0.0588
"loc1498",-0.0769,NA,-0.0588
"loc1499",NA,0,0
"loc1500",-0.0769,0,0.25
"loc1501",-0.2069,NA,NA
"loc1502",-0.2069,NA,NA
"loc1503",0,1,0.4194
"loc1504",-0.2727,0,-0.125
"loc1505",0,0,0
"loc1506",0,0,NA
"loc1507",NA,-0.0909,0.4194
"loc1508",NA,NA,-0.0588
"loc1509",-0.5556,-0.0909,0.25
"loc1510",NA,0,-0.125
"loc1511",-0.5556,0.3684,-0.2857
"loc1512",-0.1667,-0.2,-0.0588
"loc1513",0.3,-0.2,0.617
"loc1514",-0.75,0.1429,-0.5
"loc1515",0,NA,0
"loc1516",0,0.3684,0.1
"loc1517",0,NA,0
"loc1518",-0.5556,-0.3636,-0.2857
"loc1519",-0.0769,NA,0
"loc1520",NA,-0.0909,NA
"loc1521",0,NA,0
"loc1522",-0.0769,0,-0.2857
"loc1523",0,NA,-0.0588
"loc1524",0,NA,-0.0588
"loc1525",0,0,0
"loc1526",-0.0769,-0.0909,0.25
"loc1527",0.3,0.2174,-0.1489
"loc1528",NA,0,-0.0588
"loc1529",-0.0769,0,-0.0588
"loc1530",0.1923,0,-0.125
"loc1531",NA,0.1429,1
"loc1532",0,-0.2,-0.125
"loc1533",0,-0.3333,-0.125
"loc1534",0,-0.3333,-0.125
"loc1535",0,-0.3333,-0.125
"loc1536",0,-0.3333,-0.125
"loc1537",0,-0.3333,-0.125
"loc1538",-0.4483,-0.2,0.4375
"loc1539",NA,0.625,NA
"loc1540",0,0,NA
"loc1541",NA,NA,1
"loc1542",-0.0769,NA,NA
"loc1543",NA,1,NA
"loc1544",-0.5556,0.3684,-0.2857
"loc1545",NA,1,NA
"loc1546",-0.2727,0,-0.0588
"loc1547",0,NA,0
"loc1548",0.3913,0.3684,-0.125
"loc1549",0.5172,-0.3333,-0.1489
"loc1550",NA,0,-0.0588
"loc1551",-0.0769,NA,NA
"loc1552",-0.2069,0.7273,-0.5
